Theme (EN),Theme (Kabutan),TSE 17-Sector,TSE 33-Sector,Symbol,Company Name (EN),Name (Kabutan),Market (EN),Market (Kabutan)
BRICs-Related,BRICs関連,MACHINERY,Machinery,6349,KOMORI CORPORATION,小森,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5344,"MARUWA CO.,LTD.",ＭＡＲＵＷＡ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Rubber Products,5192,Mitsuboshi Belting Ltd.,三星ベ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,RAW MATERIALS & CHEMICALS,Chemicals,4612,"NIPPON PAINT HOLDINGS CO.,LTD.",日本ペＨＤ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6914,"OPTEX GROUP Company,Limited",オプテクスＧ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,"IT & SERVICES, OTHERS",Other Products,7839,"SHOEI CO.,LTD.",ＳＨＯＥＩ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Transportation Equipment,7269,SUZUKI MOTOR CORPORATION,スズキ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,2768,Sojitz Corporation,双日,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3402,"TORAY INDUSTRIES,INC.",東レ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6588,TOSHIBA TEC CORPORATION,東芝テック,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,CONSTRUCTION & MATERIALS,Construction,6330,TOYO ENGINEERING CORPORATION,東洋エンジ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Transportation Equipment,3116,TOYOTA BOSHOKU CORPORATION,トヨタ紡織,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Rubber Products,5101,"The Yokohama Rubber Company,Limited",浜ゴム,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7128,UNISOL Holdings Corporation,ユニソルＨＤ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,ENERGY RESOURCES,Oil and Coal Products,5013,Yushiro Inc.,ユシロ,TSE Standard,東Ｓ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Services,4347,Broadmedia Corporation,ブロメディア,TSE Standard,東Ｓ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,4676,"FUJI MEDIA HOLDINGS,INC.",フジＨＤ,TSE Prime,東Ｐ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,9414,Nippon BS Broadcasting Corporation,ＢＳ１１,TSE Standard,東Ｓ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,9404,"Nippon Television Holdings,Inc.",日テレＨＤ,TSE Prime,東Ｐ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,9401,"TBS HOLDINGS,INC.",ＴＢＳＨＤ,TSE Prime,東Ｐ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,9409,TV Asahi Holdings Corporation,テレ朝ＨＤ,TSE Prime,東Ｐ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,9413,TV TOKYO Holdings Corporation,テレ東ＨＤ,TSE Prime,東Ｐ
BS Broadcasting (Satellite TV),BS放送,"IT & SERVICES, OTHERS",Information & Communication,4839,WOWOW INC.,ＷＯＷＯＷ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,5616,"Ame Kaze Taiyo,Inc.",雨風太陽,TSE Growth,東Ｇ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4017,CREEMA LTD.,クリーマ,TSE Growth,東Ｇ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,3665,Enigmo Inc.,エニグモ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,3633,"GMO Pepabo,Inc.",ＧＭＯペパボ,TSE Standard,東Ｓ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,9449,"GMO internet group,Inc.",ＧＭＯ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4689,LY Corporation,ラインヤフー,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,2121,"MIXI,Inc.",ＭＩＸＩ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4385,"Mercari,Inc.",メルカリ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,5031,Moi Corporation,モイ,TSE Growth,東Ｇ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4829,"Nihon Enterprise Co.,Ltd.",日エンター,TSE Standard,東Ｓ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,414A,"OVERLAP Holdings,Inc.",オーバラップ,TSE Growth,東Ｇ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Services,4755,"Rakuten Group,Inc.",楽天グループ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,TRANSPORTATION & LOGISTICS,Land Transportation,9064,"YAMATO HOLDINGS CO.,LTD.",ヤマトＨＤ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,RETAIL TRADE,Retail Trade,3092,"ZOZO,Inc.",ＺＯＺＯ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4176,coconala Inc.,ココナラ,TSE Growth,東Ｇ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,4449,giftee Inc.,ギフティ,TSE Prime,東Ｐ
C2C (Consumer-to-Consumer),C2C,"IT & SERVICES, OTHERS",Information & Communication,5243,note inc.,ノート,TSE Growth,東Ｇ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,6087,"ABIST Co.,Ltd.",アビスト,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,4356,"APPLIED TECHNOLOGY CO.,LTD.",応用技術,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,7595,ARGO GRAPHICS Inc.,アルゴグラフ,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,9799,"ASAHI INTELLIGENCE SERVICE CO.,LTD.",旭情報,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,9340,"ASO INTERNATIONAL,INC.",アソインター,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3076,Ai Holdings Corporation,あいＨＤ,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,2169,"CDS Co.,Ltd.",ＣＤＳ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6633,CGS HOLDINGS INC.,ＣＧＳＨＤ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8060,Canon Marketing Japan Inc.,キヤノンＭＪ,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,4371,Core Concept Technologies Inc.,ＣＣＴ,TSE Growth,東Ｇ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,4812,DENTSU SOKEN INC.,電通総研,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,9790,"Fukui Computer Holdings,Inc.",福井コン,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,5885,"GDEP ADVANCE,Inc.",ジーデップ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,4492,GENETEC CORPORATION,ゼネテック,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7725,INTER ACTION Corporation,インターアク,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,6055,"JAPAN MATERIAL Co.,Ltd.",Ｊマテリアル,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,STEEL & NONFERROUS METALS,Nonferrous Metals,5704,JMC Corporation,ＪＭＣ,TSE Growth,東Ｇ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,3841,Jedat Inc.,ジーダット,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7709,KUBOTEK CORPORATION,クボテック,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Information & Communication,4016,"MIT Holdings CO.,LTD.",ミット,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,7999,"MUTOH HOLDINGS CO.,LTD.",ＭＵＴＯＨ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,9163,Nareru Group Inc.,ナレルＧ,TSE Growth,東Ｇ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,7057,"New Constructor's Network Co.,Ltd.",エヌシーエヌ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,2154,Open Up Group Inc.,オープンＵＰ,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,MACHINERY,Machinery,6165,"PUNCH INDUSTRY CO.,LTD.",パンチ,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,"IT & SERVICES, OTHERS",Services,6199,"SERAKU Co.,Ltd.",セラク,TSE Standard,東Ｓ
CAD (Computer-Aided Design),CAD,MACHINERY,Machinery,6222,"SHIMA SEIKI MFG.,LTD.",島精機,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6947,ZUKEN INC.,図研,TSE Prime,東Ｐ
CAD (Computer-Aided Design),CAD,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3559,p-ban.com Corp.,ＰバンＣＯＭ,TSE Standard,東Ｓ
CAE (Computer-Aided Engineering),CAE,"IT & SERVICES, OTHERS",Information & Communication,7595,ARGO GRAPHICS Inc.,アルゴグラフ,TSE Prime,東Ｐ
CAE (Computer-Aided Engineering),CAE,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,5885,"GDEP ADVANCE,Inc.",ジーデップ,TSE Standard,東Ｓ
CAE (Computer-Aided Engineering),CAE,"IT & SERVICES, OTHERS",Services,9558,"Japaniace Co.,Ltd.",ジャパニアス,TSE Growth,東Ｇ
CAM (Computer-Aided Manufacturing),CAM,"IT & SERVICES, OTHERS",Information & Communication,7595,ARGO GRAPHICS Inc.,アルゴグラフ,TSE Prime,東Ｐ
CAM (Computer-Aided Manufacturing),CAM,"IT & SERVICES, OTHERS",Information & Communication,9799,"ASAHI INTELLIGENCE SERVICE CO.,LTD.",旭情報,TSE Standard,東Ｓ
CAM (Computer-Aided Manufacturing),CAM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6633,CGS HOLDINGS INC.,ＣＧＳＨＤ,TSE Standard,東Ｓ
CAM (Computer-Aided Manufacturing),CAM,"IT & SERVICES, OTHERS",Information & Communication,4492,GENETEC CORPORATION,ゼネテック,TSE Standard,東Ｓ
CAM (Computer-Aided Manufacturing),CAM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7709,KUBOTEK CORPORATION,クボテック,TSE Standard,東Ｓ
CAM (Computer-Aided Manufacturing),CAM,MACHINERY,Machinery,6222,"SHIMA SEIKI MFG.,LTD.",島精機,TSE Prime,東Ｐ
CAM (Computer-Aided Manufacturing),CAM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6947,ZUKEN INC.,図研,TSE Prime,東Ｐ
CATV (Cable TV),CATV,RETAIL TRADE,Retail Trade,3048,BIC CAMERA INC.,ビックカメラ,TSE Prime,東Ｐ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Information & Communication,3776,"BroadBand Tower,Inc.",ＢＢタワー,TSE Standard,東Ｓ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Services,4347,Broadmedia Corporation,ブロメディア,TSE Standard,東Ｓ
CATV (Cable TV),CATV,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7673,"DAIKO TSUSAN CO.,LTD.",ダイコー通産,TSE Standard,東Ｓ
CATV (Cable TV),CATV,CONSTRUCTION & MATERIALS,Construction,1951,"EXEO Group,Inc.",エクシオＧ,TSE Prime,東Ｐ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Information & Communication,4390,"IPS,Inc.",アイピーエス,TSE Prime,東Ｐ
CATV (Cable TV),CATV,CONSTRUCTION & MATERIALS,Metal Products,5983,IWABUCHI CORPORATION,イワブチ,TSE Standard,東Ｓ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Information & Communication,9433,KDDI CORPORATION,ＫＤＤＩ,TSE Prime,東Ｐ
CATV (Cable TV),CATV,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8066,MITANI CORPORATION,三谷商,TSE Standard,東Ｓ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Information & Communication,4814,Nextware Ltd.,ネクスウェア,TSE Standard,東Ｓ
CATV (Cable TV),CATV,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8089,Nice Corporation,ナイス,TSE Standard,東Ｓ
CATV (Cable TV),CATV,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6822,"Oi Electric Co.,Ltd.",大井電気,TSE Standard,東Ｓ
CATV (Cable TV),CATV,"IT & SERVICES, OTHERS",Information & Communication,4838,SPACE SHOWER SKIYAKI HOLDINGS INC.,ＳＳＳＫＨＤ,TSE Standard,東Ｓ
CATV (Cable TV),CATV,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8053,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",住友商,TSE Prime,東Ｐ
CATV (Cable TV),CATV,CONSTRUCTION & MATERIALS,Construction,1724,SYNCLAYER INC.,シンクレイヤ,TSE Standard,東Ｓ
CATV (Cable TV),CATV,ELECTRIC POWER & GAS,Electric Power and Gas,9507,"Shikoku Electric Power Company,Incorporated",四国電,TSE Prime,東Ｐ
CATV (Cable TV),CATV,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3167,TOKAI Holdings Corporation,ＴＯＫＡＩ,TSE Prime,東Ｐ
CATV (Cable TV),CATV,TRANSPORTATION & LOGISTICS,Land Transportation,9005,TOKYU CORPORATION,東急,TSE Prime,東Ｐ
CCD (Image Sensors),CCD,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7609,"Daitron Co.,Ltd.",ダイトロン,TSE Prime,東Ｐ
CCD (Image Sensors),CCD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7725,INTER ACTION Corporation,インターアク,TSE Prime,東Ｐ
CCD (Image Sensors),CCD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6664,"OPTOELECTRONICS CO.,LTD.",オプトエレ,TSE Standard,東Ｓ
CCD (Image Sensors),CCD,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6721,Wintest Corp.,ウインテスト,TSE Standard,東Ｓ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5201,AGC Inc.,ＡＧＣ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,FOODS,Foods,2802,"Ajinomoto Co.,Inc.",味の素,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8095,"Astena Holdings Co.,Ltd.",アステナＨＤ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7776,CellSeed Inc.,セルシード,TSE Growth,東Ｇ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,PHARMACEUTICAL,Pharmaceutical,4894,Cuorips Inc.,クオリプス,TSE Growth,東Ｇ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4901,FUJIFILM Holdings Corporation,富士フイルム,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,PHARMACEUTICAL,Pharmaceutical,4593,HEALIOS K.K.,ヘリオス,TSE Growth,東Ｇ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,PHARMACEUTICAL,Pharmaceutical,4552,"JCR Pharmaceuticals Co.,Ltd.",ＪＣＲファ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4118,KANEKA CORPORATION,カネカ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,"IT & SERVICES, OTHERS",Services,2370,"MEDINET Co.,Ltd.",メディネット,TSE Growth,東Ｇ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4183,"Mitsui Chemicals,Inc.",三井化学,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7731,NIKON CORPORATION,ニコン,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,"IT & SERVICES, OTHERS",Other Products,7915,"Nissha Co.,Ltd.",ＮＩＳＳＨＡ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,PHARMACEUTICAL,Pharmaceutical,4527,"ROHTO PHARMACEUTICAL CO.,LTD.",ロート,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4978,ReproCELL Incorporated,リプロセル,TSE Growth,東Ｇ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4004,Resonac Holdings Corporation,レゾナック,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4204,"Sekisui Chemical Co.,Ltd.",積水化,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Chemicals,4974,TAKARA BIO INC.,タカラバイオ,TSE Prime,東Ｐ
CDMO (Contract Dev. & Manufacturing Orgs),CDMO,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3401,TEIJIN LIMITED,帝人,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,7751,CANON INC.,キヤノン,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6702,Fujitsu Limited,富士通,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6965,HAMAMATSU PHOTONICS K.K.,ホトニクス,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6771,"IKEGAMI TSUSHINKI CO.,LTD.",池上通,TSE Standard,東Ｓ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7725,INTER ACTION Corporation,インターアク,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,"IT & SERVICES, OTHERS",Information & Communication,9687,"KSK CO.,LTD",ＫＳＫ,TSE Standard,東Ｓ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6752,Panasonic Holdings Corporation,パナＨＤ,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6758,SONY GROUP CORPORATION,ソニーＧ,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6753,Sharp Corporation,シャープ,TSE Prime,東Ｐ
CMOS Sensors,CMOSセンサー,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6614,"Shikino High-Tech CO.,LTD.",シキノＨＴ,TSE Standard,東Ｓ
CO2 Capture & Storage (CCS),CO2回収・貯留,ENERGY RESOURCES,Oil and Coal Products,5021,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",コスモＨＤ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,CONSTRUCTION & MATERIALS,Construction,6366,Chiyoda Corporation,千代建,TSE Standard,東Ｓ
CO2 Capture & Storage (CCS),CO2回収・貯留,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8059,"DAIICHI JITSUGYO CO.,LTD.",第一実,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ENERGY RESOURCES,Oil and Coal Products,5020,"ENEOS Holdings,Inc.",ＥＮＥＯＳ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ELECTRIC POWER & GAS,Electric Power and Gas,9513,"Electric Power Development Co.,Ltd.",Ｊパワー,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,STEEL & NONFERROUS METALS,Nonferrous Metals,5801,"Furukawa Electric Co.,Ltd.",古河電,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6501,"Hitachi,Ltd.",日立,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ELECTRIC POWER & GAS,Electric Power and Gas,9509,"Hokkaido Electric Power Company,Incorporated",北海電,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,MACHINERY,Machinery,7013,IHI Corporation,ＩＨＩ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ENERGY RESOURCES,Mining,1605,INPEX CORPORATION,ＩＮＰＥＸ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8001,ITOCHU Corporation,伊藤忠,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8133,"ITOCHU ENEX CO.,LTD.",エネクス,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ENERGY RESOURCES,Oil and Coal Products,5019,"Idemitsu Kosan Co.,Ltd.",出光興産,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,STEEL & NONFERROUS METALS,Iron and Steel,5411,"JFE Holdings,Inc.",ＪＦＥ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,CONSTRUCTION & MATERIALS,Construction,1963,JGC HOLDINGS CORPORATION,日揮ＨＤ,TSE Prime,東Ｐ
CO2 Capture & Storage (CCS),CO2回収・貯留,ENERGY RESOURCES,Mining,1662,"Japan Petroleum Exploration Co.,Ltd.",石油資源,TSE Prime,東Ｐ
