Symbol,Exchange,Industry (Sector),Subgroup (Theme),Sub-industry,Source Symbol,Match Type,ISIN,Company Name,Primary Company Name
500356.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,RAMANEWS,primary_local,INE278B01020,Shree Rama News.,Shree Rama Newsprint Limited
500365.BO,XBOM,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,500365,bse_code,INE731F01037,Welspun Special.,Welspun Specialty Solutions Limited
500367.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Rubber,Rubber Companies,RUBFILA,primary_local,INE642C01025,Rubfila Intl.,Rubfila International Limited
500368.BO,XBOM,Food & Beverages,Edible Oil,Edible Oil Companies,PATANJALI,primary_local,INE619A01035,Patanjali Foods,Patanjali Foods Limited
500371.BO,XBOM,Consumer Durables,Consumer Electronics,Consumer Electronics Companies,500371,primary_local,INE538C01017,Samtel (India),Samtel (India) Ltd.
500378.BO,XBOM,Const. & Materials,Metal Pipes,Iron & Steel Products Companies,JINDALSAW,primary_local,INE324A01032,Jindal Saw,Jindal Saw Limited
500380.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,JKLAKSHMI,primary_local,INE786A01032,JK Lakshmi Cem.,JK Lakshmi Cement Limited
500387.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,SHREECEM,primary_local,INE070A01015,Shree Cement,SHREE CEMENT LIMITED
500389.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Software Products Companies,500389,primary_local,INE368A01021,Silverline Tech,Silverline Technologies Ltd.
500390.BO,XBOM,"ENERGY, OIL & GAS",Integrated Utilities,Integrated Power Utilities Companies,RELINFRA,bse_security_id,INE036A01016,Reliance Infra.,Reliance Infrastructure Ltd
500400.BO,XBOM,"ENERGY, OIL & GAS",Integrated Utilities,Integrated Power Utilities Companies,TATAPOWER,primary_local,INE245A01021,Tata Power Co.,Tata Power Company Limited
500402.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,SPMLINFRA,primary_local,INE937A01023,SPML Infra Limited,SPML Infra Limited
500403.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SUNDRMFAST,primary_local,INE387A01021,Sundram Fasten.,Sundram Fasteners Limited
500404.BO,XBOM,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,SUNFLAG,primary_local,INE947A01014,Sunflag Iron,Sunflag Iron And Steel Company Limited
500405.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,SPLPETRO,primary_local,INE663A01033,Supreme Petroch.,Supreme Petrochem Limited
500407.BO,XBOM,ENGINEERING & MANUFACTURING,Industrial Pumps & Compressors,"Compressors, Pumps & Diesel Engines Companies",SWARAJENG,primary_local,INE277A01016,Swaraj Engines,Swaraj Engines Limited
500408.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,ER&D / Product Software,Computers - Software & Consulting Companies,TATAELXSI,primary_local,INE670A01012,Tata Elxsi,Tata Elxsi Limited
500410.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,ACC,primary_local,INE012A01025,ACC,ACC Limited
500411.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Heavy Electrical Equipment Companies,THERMAX,primary_local,INE152A01029,Thermax,Thermax Limited
500412.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,TIRUMALCHM,primary_local,INE338A01024,Thirumalai Chem.,Thirumalai Chemicals Limited
500413.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",THOMASCOOK,primary_local,INE332A01027,Thomas Cook (I),Thomas Cook  (India)  Limited
500414.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",500414,bse_code,INE064A01026,Timex Group,Timex Group India Limited
500418.BO,XBOM,Consumer Durables,Cons. Plastic Products,Plastic Products - Consumer Companies,TOKYOPLAST,primary_local,INE932C01012,Tokyo Plast Intl,Tokyo Plast International Limited
500420.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,TORNTPHARM,primary_local,INE685A01028,Torrent Pharma.,Torrent Pharmaceuticals Limited
500425.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,AMBUJACEM,primary_local,INE079A01024,Ambuja Cements,Ambuja Cements Limited
500429.BO,XBOM,DIVERSIFIED & TRADING,Commodity Trading,Trading - Chemicals Companies,UNIENTER,primary_local,INE037A01022,Uniphos Enter.,Uniphos Enterprises Limited
500439.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,VHL,primary_local,INE701A01023,Vardhman Hold.,Vardhman Holdings Limited
500440.BO,XBOM,METALS & MINING,Aluminium & Base Metals,Aluminium Companies,HINDALCO,primary_local,INE038A01020,Hindalco Inds.,Hindalco Industries Limited
500444.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,WSTCSTPAPR,primary_local,INE976A01021,West Coast Paper,West Coast Paper Mills Limited
500456.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,PASUPTAC,primary_local,INE818B01023,Pasupati Acrylon,Pasupati Acrylon Limited
500459.BO,XBOM,FMCG CLUSTERS,Household & Personal Care,Personal Care Companies,PGHH,primary_local,INE179A01014,P & G Hygiene,Procter & Gamble Hygiene and Health Care Limited
500460.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,MUKANDLTD,primary_local,INE304A01026,Mukand,Mukand Limited
500463.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,BBOX,primary_local,INE676A01027,Black Box,Black Box Limited
500464.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,UCAL,primary_local,INE139B01016,UCAL LIMITED,UCAL LIMITED
500467.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Rubber,Rubber Companies,HARRMALAYA,primary_local,INE544A01019,Harri. Malayalam,Harrisons  Malayalam Limited
500469.BO,XBOM,BANKING & FINANCIAL SERVICES,Private Sector Bank,Private Sector Bank Companies,FEDERALBNK,primary_local,INE171A01029,Federal Bank,The Federal Bank  Limited
500470.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,TATASTEEL,primary_local,INE081A01020,Tata Steel,Tata Steel Limited
500472.BO,XBOM,INDUSTRIAL COMPONENTRY,Bearings & Precision,Abrasives & Bearings Companies,SKFINDIA,primary_local,INE640A01023,SKF India,SKF India Limited
500477.BO,XBOM,AUTOMOTIVE (STOCKS),Commercial Vehicles,Commercial Vehicles Companies,ASHOKLEY,primary_local,INE208A01029,Ashok Leyland,Ashok Leyland Limited
500480.BO,XBOM,ENGINEERING & MANUFACTURING,Industrial Pumps & Compressors,"Compressors, Pumps & Diesel Engines Companies",CUMMINSIND,primary_local,INE298A01020,Cummins India,Cummins India Limited
500483.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom Operators,Telecom - Cellular & Fixed line services Companies,TATACOMM,primary_local,INE151A01013,Tata Comm,Tata Communications Limited
500488.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,ABBOTINDIA,primary_local,INE358A01014,Abbott India,Abbott India Limited
500490.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Holding Company Companies,BAJAJHLDNG,primary_local,INE118A01012,Bajaj Holdings,Bajaj Holdings & Investment Limited
500493.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,BHARATFORG,primary_local,INE465A01025,Bharat Forge,Bharat Forge Limited
500495.BO,XBOM,AUTOMOTIVE (STOCKS),Tractors & Agri,Tractors Companies,ESCORTS,primary_local,INE042A01014,Escorts Kubota,Escorts Kubota Limited
500500.BO,XBOM,AUTOMOTIVE (STOCKS),Passenger Cars,Passenger Cars & Utility Vehicles Companies,HINDMOTORS,bse_security_id,INE253A01025,Hindustan Motors,Hindustan Motors Ltd.
500510.BO,XBOM,DATA CENTER ECOSYSTEM,EPC / Buildout,Civil Construction Companies,LT,primary_local,INE018A01030,Larsen & Toubro,Larsen & Toubro Limited
500520.BO,XBOM,AUTOMOTIVE (STOCKS),Passenger Cars,Passenger Cars & Utility Vehicles Companies,M&M,primary_local,INE101A01026,M & M,Mahindra & Mahindra Limited
500530.BO,XBOM,AUTOMOTIVE COMPONENTS,Electronics & Systems,Auto Components & Equipments Companies,BOSCHLTD,primary_local,INE323A01026,Bosch,Bosch Limited
500540.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,PREMIER,bse_security_id,INE342A01018,Premier Limited,Premier Limited
500547.BO,XBOM,"ENERGY, OIL & GAS",Oil Refiners,Refineries & Marketing Companies,BPCL,primary_local,INE029A01011,B P C L,Bharat Petroleum Corporation Limited
500550.BO,XBOM,POWER INFRA & ELECTRICALS,Transformers & Switchgears,Heavy Electrical Equipment Companies,SIEMENS,primary_local,INE003A01024,Siemens,Siemens Limited
500570.BO,XBOM,AUTOMOTIVE (STOCKS),Passenger Cars,Passenger Cars & Utility Vehicles Companies,TMPV,primary_local,INE155A01022,Tata Motors PVeh,Tata Motors Passenger Vehicles Limited
500575.BO,XBOM,Consumer Durables,HVAC & Cooling,Household Appliances Companies,VOLTAS,primary_local,INE226A01021,Voltas,Voltas Limited
500620.BO,XBOM,Logistics & Trans,Shipping,Shipping Companies,GESHIP,primary_local,INE017A01032,GE Shipping Co,The Great Eastern Shipping Company Limited
500645.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,DEEPAKFERT,primary_local,INE501A01019,Deepak Fertilis.,Deepak Fertilizers and Petrochemicals Corporation Limited
500650.BO,XBOM,CHEMICALS & POLYMERS,Agro Chemicals,Pesticides & Agrochemicals Companies,EXCELINDUS,primary_local,INE369A01029,Excel Industries Limited,Excel Industries Limited
500655.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,GRWRHITECH,primary_local,INE291A01017,Garware Hi Tech,Garware Hi-Tech Films Limited
500660.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,GLAXO,primary_local,INE159A01016,Glaxosmi. Pharma,GlaxoSmithKline Pharmaceuticals Limited
500670.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,GNFC,primary_local,INE113A01013,G N F C,Gujarat Narmada Valley Fertilizers and Chemicals Limited
500674.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,SANOFI,primary_local,INE058A01010,Sanofi India Limited,Sanofi India Limited
500680.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,PFIZER,primary_local,INE182A01018,Pfizer,Pfizer Limited
500690.BO,XBOM,Agri Business,Fertilizers,Fertilizers Companies,GSFC,primary_local,INE026A01025,G S F C,Gujarat State Fertilizers & Chemicals Limited
500696.BO,XBOM,FMCG CLUSTERS,Household & Personal Care,Diversified FMCG Companies,HINDUNILVR,primary_local,INE030A01027,Hind. Unilever,Hindustan Unilever Limited
500730.BO,XBOM,CHEMICALS & POLYMERS,Speciality Chemicals,Specialty Chemicals Companies,NOCIL,primary_local,INE163A01018,NOCIL Limited,NOCIL Limited
500770.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,TATACHEM,primary_local,INE092A01019,Tata Chemicals,Tata Chemicals Limited
500777.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,TNPETRO,primary_local,INE148A01019,T N Petro Prod.,Tamilnadu PetroProducts Limited
500780.BO,XBOM,Food & Beverages,Sugar,Sugar Companies,ZUARIIND,primary_local,INE217A01012,Zuari Industries,ZUARI INDUSTRIES LIMITED
500790.BO,XBOM,FMCG CLUSTERS,Packaged Diversified FMCG,Packaged Foods Companies,NESTLEIND,primary_local,INE239A01024,Nestle India,Nestle India Limited
500800.BO,XBOM,FMCG CLUSTERS,Packaged Diversified FMCG,Tea & Coffee Companies,TATACONSUM,primary_local,INE192A01025,Tata Consumer,TATA CONSUMER PRODUCTS LIMITED
500820.BO,XBOM,Const. & Materials,Paint Manufacturers,Paints Companies,ASIANPAINT,primary_local,INE021A01026,Asian Paints,Asian Paints Limited
500825.BO,XBOM,FMCG CLUSTERS,Packaged Diversified FMCG,Packaged Foods Companies,BRITANNIA,primary_local,INE216A01030,Britannia Inds.,Britannia Industries Limited
500830.BO,XBOM,FMCG CLUSTERS,Household & Personal Care,Personal Care Companies,COLPAL,primary_local,INE259A01022,Colgate-Palmoliv,Colgate Palmolive (India) Limited
500840.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,EIHOTEL,primary_local,INE230A01023,EIH,EIH Limited
500850.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,INDHOTEL,primary_local,INE053A01029,Indian Hotels Co,The Indian Hotels Company Limited
500870.BO,XBOM,"ENERGY, OIL & GAS",Lubricants & Specialty Oils,Lubricants Companies,CASTROLIND,primary_local,INE172A01027,Castrol India,Castrol India Limited
500875.BO,XBOM,FMCG CLUSTERS,Cigarettes & Tobacco,Diversified FMCG Companies,ITC,primary_local,INE154A01025,ITC,ITC Limited
500877.BO,XBOM,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,APOLLOTYRE,primary_local,INE438A01022,Apollo Tyres,Apollo Tyres Limited
500878.BO,XBOM,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,CEATLTD,primary_local,INE482A01020,CEAT,CEAT Limited
500890.BO,XBOM,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,MODIRUBBER,primary_local,INE832A01018,Modi Rubber,Modi Rubber Limited
500940.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,FINPIPE,primary_local,INE183A01024,Finolex Inds.,Finolex Industries Limited
501150.BO,XBOM,BANKING & FINANCIAL SERVICES,PSU Infra Finance,Other Financial Services Companies,CENTRUM,primary_local,INE660C01027,Centrum Capital,Centrum Capital Limited
501242.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,TCIFINANCE,primary_local,INE911B01018,TCI Finance Limited,TCI Finance Limited
501295.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,IITL,primary_local,INE886A01014,Industrial Investment Trust Limited,Industrial Investment Trust Limited
501298.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,501298,bse_code,INE620D01011,Indl.& Prud.Inv.,Industrial & Prudential Investment Company Limited
501301.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,TATAINVEST,primary_local,INE672A01026,Tata Inv.Corpn.,Tata Investment Corporation Limited
501343.BO,XBOM,Real Estate Segments,Commercial & Diversified,Real Estate Companies,MOTOGENFIN,primary_local,INE861B01023,The Motor & General Finance Limited,The Motor & General Finance Limited
501370.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,501370,primary_local,INE695D01021,Walchand People,Walchand Peoplefirst Limited
501421.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Software Products Companies,501421,bse_code,INE314H01012,Technvision Ven.,TechNVision Ventures Limited
501423.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,SHAILY,primary_local,INE151G01028,Shaily Engineer.,Shaily Engineering Plastics Limited
501425.BO,XBOM,Food & Beverages,Packaged & Processed Foods,Packaged Foods Companies,BBTC,primary_local,INE050A01025,The Bombay Burmah,The Bombay Burmah Trading Corporation Limited
501455.BO,XBOM,ENGINEERING & MANUFACTURING,Industrial Pumps & Compressors,"Compressors, Pumps & Diesel Engines Companies",GREAVESCOT,primary_local,INE224A01026,Greaves Cotton,Greaves Cotton Limited
501831.BO,XBOM,Agri Business,Seafood & Meat,Seafood Companies,COASTCORP,primary_local,INE377E01024,Coastal Corporat,Coastal Corporation Limited
501833.BO,XBOM,Logistics & Trans,Shipping,Shipping Companies,501833,primary_local,INE490A01015,Chowgule Steam,Chowgule Steamships Ltd.
501848.BO,XBOM,Logistics & Trans,Shipping,Shipping Companies,501848,primary_local,INE446C01013,Global Offshore,GARWARE OFFSHORE SERVICES LIMITED
501945.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,501945,primary_local,INE758D01027,Dhenu Buildcon,Dhenu Buildcon Infra Limited
502015.BO,XBOM,METALS & MINING,Industrial Minerals,Industrial Minerals Companies,502015,primary_local,INE443A01030,Asi Industries,ASI INDUSTRIES LIMITED
502090.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,SAGCEM,primary_local,INE229C01021,Sagar Cements,Sagar Cements Limited
502137.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,DECCANCE,primary_local,INE583C01021,Deccan Cements,Deccan Cements Limited
502157.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,MANGLMCEM,primary_local,INE347A01017,Mangalam Cement,Mangalam Cement Limited
502168.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,NCLIND,primary_local,INE732C01016,NCL Industries,NCL Industries Limited
502175.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,SAURASHCEM,primary_local,INE626A01014,Saurashtra Cem.,Saurashtra Cement Limited
502180.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,SHREDIGCEM,primary_local,INE232A01011,Sh. Digvijay Cem,Shree Digvijay Cement Co.Ltd
502219.BO,XBOM,Consumer Durables,Houseware & Glass,Glass - Industrial Companies,BORORENEW,primary_local,INE666D01022,Borosil Renew.,BOROSIL RENEWABLES LIMITED
502250.BO,XBOM,POWER INFRA & ELECTRICALS,EPC - Power & Grid,Other Construction Materials Companies,502250,primary_local,INE347D01011,Lerthai Finance,LERTHAI FINANCE LIMITED
502281.BO,XBOM,POWER INFRA & ELECTRICALS,EPC - Power & Grid,Other Construction Materials Companies,502281,primary_local,INE094C01011,Triveni Glass,Triveni Glass Ltd.
502294.BO,XBOM,ENGINEERING & MANUFACTURING,Refractories,Electrodes & Refractories Companies,502294,primary_local,INE416N01013,Nilachal Refract,Nilachal Refractories Ltd.
502330.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,ANDHRAPAP,primary_local,INE435A01051,Andhra Paper,ANDHRA PAPER LIMITED
502355.BO,XBOM,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,BALKRISIND,primary_local,INE787D01026,Balkrishna Inds,Balkrishna Industries Limited
502420.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,ORIENTPPR,primary_local,INE592A01026,Orient Paper,Orient Paper & Industries Limited
502448.BO,XBOM,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,ROLLT,primary_local,INE927A01040,Rollatainers Limited,Rollatainers Limited
502450.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,SESHAPAPER,primary_local,INE630A01024,Seshasayee Paper,Seshasayee Paper and Boards Limited
502820.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,DCM,primary_local,INE498A01018,DCM  Limited,DCM  Limited
502865.BO,XBOM,Consumer Durables,Household White Goods,Household Appliances Companies,502865,primary_local,INE518A01013,Forbes & Co,Forbes & Company Ltd
502937.BO,XBOM,Const. & Materials,Cement,Cement & Cement Products Companies,KESORAMIND,primary_local,INE087A01019,Kesoram Industries Limited,Kesoram Industries Limited
502986.BO,XBOM,Lifestyle & Retail,Spinning & Yarn Processing,Other Textile Products Companies,VTL,primary_local,INE825A01020,Vardhman Textile,Vardhman Textiles Limited
