Industry (EN),Industry (CN),Industry Code,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Market
Financial Services,金融保險,17,,,2881,Fubon Financial,富邦金,TWSE
Financial Services,金融保險,17,,,2880,HNFHC,華南金,TWSE
Financial Services,金融保險,17,,,2889,IBF,國票金,TWSE
Financial Services,金融保險,17,,,2883,KGI Financial,凱基金,TWSE
Financial Services,金融保險,17,,,2886,MEGA FHC,兆豐金,TWSE
Financial Services,金融保險,17,,,2867,Mercuries Life,三商壽,TWSE
Financial Services,金融保險,17,,,2897,O-Bank,王道銀行,TWSE
Financial Services,金融保險,17,,,2855,PSC,統一證,TWSE
Financial Services,金融保險,17,,,5876,SCSB,上海商銀,TWSE
Financial Services,金融保險,17,,,2890,SINOPACHOLDINGS,永豐金,TWSE
Financial Services,金融保險,17,,,2850,SK Insurance,新產,TWSE
Financial Services,金融保險,17,,,2812,T.C.C.B.,台中銀,TWSE
Financial Services,金融保險,17,,,2834,TBB,臺企銀,TWSE
Financial Services,金融保險,17,,,5880,TCFHC,合庫金,TWSE
Financial Services,金融保險,17,,,2832,TFMI,台產,TWSE
Financial Services,金融保險,17,,,2887,TS Holdings,台新新光金,TWSE
Financial Services,金融保險,17,,,2838,UBOT,聯邦銀,TWSE
Financial Services,金融保險,17,,,2816,UNION INS.,旺旺保,TWSE
Financial Services,金融保險,17,,,2885,Yuanta Group,元大金,TWSE
Foods,食品工業,02,,,1217,AGV,愛之味,TWSE
Foods,食品工業,02,,,1215,CPE,卜蜂,TWSE
Foods,食品工業,02,,,7780,DAIKEN,大研生醫*,TWSE
Foods,食品工業,02,,,1225,FOPCO,福懋油,TWSE
Foods,食品工業,02,,,1219,FWUSOW,福壽,TWSE
Foods,食品工業,02,,,1210,GREATWALL,大成,TWSE
Foods,食品工業,02,,,1234,HEY SONG,黑松,TWSE
Foods,食品工業,02,,,1236,Hunya,宏亞,TWSE
Foods,食品工業,02,,,1229,LHIHC,聯華,TWSE
Foods,食品工業,02,,,3054,LIWANLI,立萬利,TWSE
Foods,食品工業,02,,,7791,LUCKY ROYAL,皇家可口,TWSE
Foods,食品工業,02,,,1231,Lian Hwa Foods,聯華食,TWSE
Foods,食品工業,02,,,1702,NAMCHOW,南僑,TWSE
Foods,食品工業,02,,,1213,OCEANIC Bev.,大飲,TWSE
Foods,食品工業,02,,,1227,SFC,佳格,TWSE
Foods,食品工業,02,,,1235,ST,興泰,TWSE
Foods,食品工業,02,,,1256,Sunjuice,鮮活果汁-KY,TWSE
Foods,食品工業,02,,,1220,TAIROUN,台榮,TWSE
Foods,食品工業,02,,,1218,TAISUN,泰山,TWSE
Foods,食品工業,02,,,1232,TTET,大統益,TWSE
Foods,食品工業,02,,,1737,Taiyen,臺鹽,TWSE
Foods,食品工業,02,,,1233,Ten Ren,天仁,TWSE
Foods,食品工業,02,,,1216,UNI-PRESIDENT,統一,TWSE
Foods,食品工業,02,,,1203,VE WONG,味王,TWSE
Foods,食品工業,02,,,1201,WEI CHUAN,味全,TWSE
Glass & Ceramics,玻璃陶瓷,08,,,1806,CHAMPION,冠軍,TWSE
Glass & Ceramics,玻璃陶瓷,08,,,1809,China Glaze,中釉,TWSE
Glass & Ceramics,玻璃陶瓷,08,,,1810,HCG,和成,TWSE
Glass & Ceramics,玻璃陶瓷,08,,,1817,SANITAR,凱撒衛,TWSE
Glass & Ceramics,玻璃陶瓷,08,,,1802,TGI,台玻,TWSE
Green Energy & Environmental Services,綠能環保,35,,,8438,AMIA,昶昕,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6887,BORETECH-KY,寶綠特-KY,TWSE
Green Energy & Environmental Services,綠能環保,35,,,9930,CHC,中聯資源,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6951,CHIN HSIN,青新-創,TWSE
Green Energy & Environmental Services,綠能環保,35,,,2072,CWP,世紀風電,TWSE
Green Energy & Environmental Services,綠能環保,35,,,8422,Cleanaway,可寧衛*,TWSE
Green Energy & Environmental Services,綠能環保,35,,,7786,DFO,東方風能,TWSE
Green Energy & Environmental Services,綠能環保,35,,,5292,DTECH,華懋,TWSE
Green Energy & Environmental Services,綠能環保,35,,,8473,FOREST WATER,山林水,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6994,FWP,富威電力,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6641,GSD-KY,基士德-KY,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6873,HDRE,泓德能源,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6869,J&V Energy,雲豹能源,TWSE
Green Energy & Environmental Services,綠能環保,35,,,7610,LIANYOU METALS,聯友金屬-創,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6944,Mega Union,兆聯實業,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6771,PHET,平和環保-創,TWSE
Green Energy & Environmental Services,綠能環保,35,,,9955,SDTI　,佳龍,TWSE
Green Energy & Environmental Services,綠能環保,35,,,7740,SEETEL,熙特爾-創,TWSE
Green Energy & Environmental Services,綠能環保,35,,,8341,SF　　,日友,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6806,SHINFOX ENERGY,森崴能源,TWSE
Green Energy & Environmental Services,綠能環保,35,,,3708,Swancor,上緯投控,TWSE
Green Energy & Environmental Services,綠能環保,35,,,8476,TESC,台境*,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6581,TSU,鋼聯,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6969,Transcene,成信實業*-創,TWSE
Green Energy & Environmental Services,綠能環保,35,,,6923,ctrt,中台,TWSE
Home Life,居家生活,38,,,9935,CF,慶豐富,TWSE
Home Life,居家生活,38,,,6807,FY-KY,峰源-KY,TWSE
Home Life,居家生活,38,,,9934,GUIC,成霖,TWSE
Home Life,居家生活,38,,,3557,JiaWei,嘉威,TWSE
Home Life,居家生活,38,,,8464,Nien Made,億豐,TWSE
Home Life,居家生活,38,,,6754,Rich Honour,匯僑設計,TWSE
Home Life,居家生活,38,,,2062,SSM,橋椿,TWSE
Home Life,居家生活,38,,,6671,San Neng-KY,三能-KY,TWSE
Home Life,居家生活,38,,,8482,Shane Global,商億-KY,TWSE
Home Life,居家生活,38,,,9924,TAIWAN FU HSING,福興,TWSE
Home Life,居家生活,38,,,9911,TAIWAN SAKURA,櫻花,TWSE
Information Service,資訊服務業,30,,,2471,ARES,資通,TWSE
Information Service,資訊服務業,30,,,5203,CyberLink,訊連,TWSE
Information Service,資訊服務業,30,,,2468,FIS,華經,TWSE
Information Service,資訊服務業,30,,,2427,MDS,三商電,TWSE
Information Service,資訊服務業,30,,,6112,Metaage,邁達特,TWSE
Information Service,資訊服務業,30,,,2480,STARK,敦陽科,TWSE
Information Service,資訊服務業,30,,,2453,SYSCOM,凌群,TWSE
Information Service,資訊服務業,30,,,6214,SYSTEX,精誠,TWSE
Information Service,資訊服務業,30,,,6183,TRADE-VAN　　,關貿,TWSE
Information Service,資訊服務業,30,,,4994,X-LEGEND,傳奇,TWSE
Information Service,資訊服務業,30,,,3029,ZERO ONE 　　,零壹,TWSE
Iron & Steel,鋼鐵工業,10,,,2033,CHIA TA,佳大,TWSE
Iron & Steel,鋼鐵工業,10,,,2024,CHIH LIEN,志聯,TWSE
Iron & Steel,鋼鐵工業,10,,,2012,CHUN YU,春雨,TWSE
Iron & Steel,鋼鐵工業,10,,,2010,CHUN YUAN STEEL,春源,TWSE
Iron & Steel,鋼鐵工業,10,,,2014,CHUNG HUNG,中鴻,TWSE
Iron & Steel,鋼鐵工業,10,,,9958,CIS　　,世紀鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,2002,CSC,中鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,2013,CSSC,中鋼構,TWSE
Iron & Steel,鋼鐵工業,10,,,2025,CSSSC,千興,TWSE
Iron & Steel,鋼鐵工業,10,,,2211,EGST,長榮鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,2009,FCC,第一銅,TWSE
Iron & Steel,鋼鐵工業,10,,,2015,FH,豐興,TWSE
Iron & Steel,鋼鐵工業,10,,,2030,FROCH,彰源,TWSE
Iron & Steel,鋼鐵工業,10,,,2038,HAIKWANG　　,海光,TWSE
Iron & Steel,鋼鐵工業,10,,,2031,Hkssteel,新光鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,2008,KHC,高興昌,TWSE
Iron & Steel,鋼鐵工業,10,,,2020,MAYER PIPE,美亞,TWSE
Iron & Steel,鋼鐵工業,10,,,3004,NAFCO,豐達科,TWSE
Iron & Steel,鋼鐵工業,10,,,2017,Quintain Steel,官田鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,5007,SAN SHING 　　,三星,TWSE
Iron & Steel,鋼鐵工業,10,,,2029,SYSCO,盛餘,TWSE
Iron & Steel,鋼鐵工業,10,,,2032,Sinkang,新鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,2027,TC,大成鋼,TWSE
Iron & Steel,鋼鐵工業,10,,,5538,TONG MING,東明-KY,TWSE
Iron & Steel,鋼鐵工業,10,,,2022,TYCOONS,聚亨,TWSE
Iron & Steel,鋼鐵工業,10,,,2006,Tung Ho Steel,東和鋼鐵,TWSE
Iron & Steel,鋼鐵工業,10,,,2028,WEI CHIH,威致,TWSE
Iron & Steel,鋼鐵工業,10,,,2034,YC,允強,TWSE
Iron & Steel,鋼鐵工業,10,,,2069,YC,運錩,TWSE
Iron & Steel,鋼鐵工業,10,,,2007,YH,燁興,TWSE
Iron & Steel,鋼鐵工業,10,,,2023,YP,燁輝,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,6505,FPCC,台塑化,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,9908,GTG,大台北,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,9931,HSIN KAO,欣高,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,9937,NPC,全國,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,9926,S.H.,新海,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,9918,S.S.N.G,欣天然,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,2616,SLC,山隆,TWSE
"Oil, Gas & Electricity",油電燃氣業,23,,,8926,TCC　　,台汽電,TWSE
Optoelectronic,光電業,26,,,2374,ABILITY,佳能,TWSE
Optoelectronic,光電業,26,,,3024,ACTION,憶聲,TWSE
Optoelectronic,光電業,26,,,2489,AMTRAN,瑞軒,TWSE
Optoelectronic,光電業,26,,,3437,AOT,榮創,TWSE
Optoelectronic,光電業,26,,,3019,ASIA　　,亞光,TWSE
Optoelectronic,光電業,26,,,2409,AUO,友達,TWSE
Optoelectronic,光電業,26,,,3059,Altek,華晶科,TWSE
Optoelectronic,光電業,26,,,6477,Anji,安集,TWSE
Optoelectronic,光電業,26,,,8215,BMC,明基材,TWSE
Optoelectronic,光電業,26,,,5244,BRIGHTEK,弘凱,TWSE
Optoelectronic,光電業,26,,,3031,BRIGHT　,佰鴻,TWSE
Optoelectronic,光電業,26,,,2323,CMC,中環,TWSE
Optoelectronic,光電業,26,,,4960,CMMT,誠美材,TWSE
Optoelectronic,光電業,26,,,2466,COSMO,冠西電,TWSE
Optoelectronic,光電業,26,,,4976,Calin,佳凌,TWSE
Optoelectronic,光電業,26,,,4942,Chia Chang,嘉彰,TWSE
Optoelectronic,光電業,26,,,6120,DARWIN,達運,TWSE
Optoelectronic,光電業,26,,,3168,DATA IMAGE,眾福科,TWSE
Optoelectronic,光電業,26,,,5234,DAXIN,達興材料,TWSE
Optoelectronic,光電業,26,,,3591,EDISON OPTO,艾笛森,TWSE
Optoelectronic,光電業,26,,,3038,EDT,全台,TWSE
Optoelectronic,光電業,26,,,2438,ENLIGHT,翔耀,TWSE
Optoelectronic,光電業,26,,,3714,ENNOSTAR,富采,TWSE
Optoelectronic,光電業,26,,,5243,ESON,乙盛-KY,TWSE
Optoelectronic,光電業,26,,,2393,EVERLIGHT,億光,TWSE
Optoelectronic,光電業,26,,,4956,Epileds,光鋐,TWSE
Optoelectronic,光電業,26,,,5484,EverFocus,慧友,TWSE
Optoelectronic,光電業,26,,,2491,FOCL,吉祥全,TWSE
Optoelectronic,光電業,26,,,3535,Favite,晶彩科,TWSE
Optoelectronic,光電業,26,,,6706,FitTech,惠特,TWSE
Optoelectronic,光電業,26,,,3149,G-TECH　　,正達,TWSE
Optoelectronic,光電業,26,,,6456,GIS,GIS-KY,TWSE
Optoelectronic,光電業,26,,,4935,GLT,茂林-KY,TWSE
Optoelectronic,光電業,26,,,2406,GSC,國碩,TWSE
Optoelectronic,光電業,26,,,3406,GSEO,玉晶光,TWSE
Optoelectronic,光電業,26,,,3356,GeoVision,奇偶,TWSE
Optoelectronic,光電業,26,,,8105,GiantPlus,凌巨,TWSE
Optoelectronic,光電業,26,,,6168,HARVATEK CORPOR,宏齊,TWSE
Optoelectronic,光電業,26,,,3049,HannsTouch,精金,TWSE
Optoelectronic,光電業,26,,,6116,Hannstar　　,彩晶,TWSE
Optoelectronic,光電業,26,,,2486,I-CHIUN,一詮,TWSE
Optoelectronic,光電業,26,,,3481,INX,群創,TWSE
Optoelectronic,光電業,26,,,3543,JOCHU,州巧,TWSE
Optoelectronic,光電業,26,,,6209,KINKO,今國光,TWSE
Optoelectronic,光電業,26,,,3008,LARGAN,大立光,TWSE
Optoelectronic,光電業,26,,,6164,LEDTECH　,華興,TWSE
Optoelectronic,光電業,26,,,3563,MACHVISION,牧德,TWSE
Optoelectronic,光電業,26,,,6405,ONANO,悅城,TWSE
Optoelectronic,光電業,26,,,3051,Optimax,力特,TWSE
Optoelectronic,光電業,26,,,2429,PWT,銘旺科,TWSE
Optoelectronic,光電業,26,,,6226,Para Light,光鼎,TWSE
Optoelectronic,光電業,26,,,2349,RITEK,錸德,TWSE
Optoelectronic,光電業,26,,,6176,ROEC,瑞儀,TWSE
Optoelectronic,光電業,26,,,8104,RiTdisplay,錸寶,TWSE
Optoelectronic,光電業,26,,,3673,TPK,TPK-KY,TWSE
Optoelectronic,光電業,26,,,6443,TSEC,元晶,TWSE
Optoelectronic,光電業,26,,,6278,TSMT,台表科,TWSE
Optoelectronic,光電業,26,,,2426,TYNTEK,鼎元,TWSE
Optoelectronic,光電業,26,,,4934,Tainergy,太極,TWSE
Optoelectronic,光電業,26,,,3050,U-TECH,鈺德,TWSE
Optoelectronic,光電業,26,,,3576,URE,聯合再生,TWSE
Optoelectronic,光電業,26,,,6742,Vti,澤米,TWSE
Optoelectronic,光電業,26,,,4949,WIN WIN,有成精密,TWSE
Optoelectronic,光電業,26,,,6916,WINSTAR,華凌,TWSE
Optoelectronic,光電業,26,,,3622,YFO,洋華,TWSE
Optoelectronic,光電業,26,,,3504,Young Optics,揚明光,TWSE
Optoelectronic,光電業,26,,,6668,Zhong Yang,中揚光,TWSE
Optoelectronic,光電業,26,,,6225,aiPlex,天瀚,TWSE
Other,其他,20,,,6625,Binlive,必應,TWSE
Other,其他,20,,,1435,C.F.CORP.,中福,TWSE
Other,其他,20,,,1342,CCI Yilan,八貫,TWSE
Other,其他,20,,,9929,CHOICE,秋雨,TWSE
Other,其他,20,,,9933,CTCI,中鼎,TWSE
Other,其他,20,,,9928,CTV,中視,TWSE
Other,其他,20,,,5871,Chailease,中租-KY,TWSE
Other,其他,20,,,6901,DIAMOND BIOFUND,鑽石投資,TWSE
Other,其他,20,,,6952,DWS,大武山,TWSE
Other,其他,20,,,6184,Dafeng TV Ltd.,大豐電,TWSE
Other,其他,20,,,6585,DingZing,鼎基,TWSE
Other,其他,20,,,2614,EMIC,東森,TWSE
Other,其他,20,,,1516,FALCON,川飛,TWSE
Other,其他,20,,,3040,G.V.,遠見,TWSE
Other,其他,20,,,9905,GCM,大華,TWSE
Other,其他,20,,,1437,GTM,勤益控,TWSE
Other,其他,20,,,9939,HON CHUAN,宏全,TWSE
Other,其他,20,,,6592,HOTAI FINANCE,和潤企業,TWSE
Other,其他,20,,,2348,Hiyes,海悅,TWSE
Other,其他,20,,,6957,Horizon,裕慶-KY,TWSE
Other,其他,20,,,6958,INFINITE,日盛台駿,TWSE
Other,其他,20,,,8488,JYPKG,吉源-KY,TWSE
Other,其他,20,,,6655,KD,科定,TWSE
Other,其他,20,,,1416,KFIC,廣豐,TWSE
Other,其他,20,,,8411,KINGCAN,福貞-KY,TWSE
Other,其他,20,,,9919,KNH,康那香,TWSE
Other,其他,20,,,1443,LILYTEXTILE,立益物流,TWSE
Other,其他,20,,,2514,LONG BON,龍邦,TWSE
Other,其他,20,,,8466,M.J.,美吉吉-KY,TWSE
Other,其他,20,,,9942,MAO SHUN,茂順,TWSE
Other,其他,20,,,6504,NAN LIU　　,南六,TWSE
Other,其他,20,,,8404,PAIHO  SHIH,百和興業-KY,TWSE
Other,其他,20,,,2904,POCS,匯僑,TWSE
Other,其他,20,,,6914,PSS,阜爾運通,TWSE
Other,其他,20,,,8463,RTM,潤泰材,TWSE
Other,其他,20,,,9945,RUENTEX DEVELOP,潤泰新,TWSE
Other,其他,20,,,9925,SKS,新保,TWSE
Other,其他,20,,,2496,SPC,卓越,TWSE
Other,其他,20,,,9944,Shinih,新麗,TWSE
Other,其他,20,,,9940,Sinyi,信義,TWSE
Other,其他,20,,,9941,TAC,裕融,TWSE
Other,其他,20,,,9938,TAIWAN PAIHO,百和,TWSE
Other,其他,20,,,9917,TAIWAN SECOM,中保科,TWSE
Other,其他,20,,,9902,TIDEHOLD,台火,TWSE
Other,其他,20,,,9927,TMI,泰銘,TWSE
Other,其他,20,,,9907,TON YI,統一實,TWSE
Other,其他,20,,,8033,TT,雷虎,TWSE
Other,其他,20,,,8481,Transart,政伸,TWSE
Other,其他,20,,,8442,WW,威宏-KY,TWSE
Other,其他,20,,,5284,jpp,jpp-KY,TWSE
Other,其他,20,,,6464,top MSO,台數科,TWSE
Other Electronic,其他電子業,31,,,6743,AMPACS,安普新,TWSE
Other Electronic,其他電子業,31,,,2459,AUDIX,敦吉,TWSE
Other Electronic,其他電子業,31,,,4588,Arch Meter,玖鼎電力,TWSE
Other Electronic,其他電子業,31,,,2373,Aurora,震旦行,TWSE
Other Electronic,其他電子業,31,,,6215,Aurotek,和椿,TWSE
Other Electronic,其他電子業,31,,,8201,BESTA　　,無敵,TWSE
Other Electronic,其他電子業,31,,,3665,BHI (BizLink),貿聯-KY,TWSE
Other Electronic,其他電子業,31,,,2474,CATCHER,可成,TWSE
Other Electronic,其他電子業,31,,,2360,CHROMA,致茂,TWSE
Other Electronic,其他電子業,31,,,3617,CyberPower,碩天,TWSE
Other Electronic,其他電子業,31,,,5225,EASTECH,東科-KY,TWSE
Other Electronic,其他電子業,31,,,2390,EVERSPRING,云辰,TWSE
Other Electronic,其他電子業,31,,,6698,FINEMAT,旭暉應材,TWSE
Other Electronic,其他電子業,31,,,2354,FTC,鴻準,TWSE
Other Electronic,其他電子業,31,,,7631,GENIIDEAS,聚賢研發-創,TWSE
Other Electronic,其他電子業,31,,,2423,GW,固緯,TWSE
Other Electronic,其他電子業,31,,,2488,HANPIN,漢平,TWSE
Other Electronic,其他電子業,31,,,2317,HON HAI,鴻海,TWSE
Other Electronic,其他電子業,31,,,2433,HUXEN,互盛電,TWSE
Other Electronic,其他電子業,31,,,2461,K LASER,光群雷,TWSE
Other Electronic,其他電子業,31,,,2312,KINPO,金寶,TWSE
Other Electronic,其他電子業,31,,,6139,L & K　,亞翔,TWSE
Other Electronic,其他電子業,31,,,6192,LUMAX,巨路,TWSE
Other Electronic,其他電子業,31,,,3018,LUNG MING 　,隆銘綠能,TWSE
Other Electronic,其他電子業,31,,,2477,MEILOON,美隆電,TWSE
Other Electronic,其他電子業,31,,,6196,MIC,帆宣,TWSE
Other Electronic,其他電子業,31,,,6830,MSS,汎銓,TWSE
Other Electronic,其他電子業,31,,,2464,Mirle,盟立,TWSE
Other Electronic,其他電子業,31,,,3043,PCM,科風,TWSE
Other Electronic,其他電子業,31,,,3518,PT TECH.,柏騰,TWSE
Other Electronic,其他電子業,31,,,6438,SAA,迅得,TWSE
Other Electronic,其他電子業,31,,,3305,SHENMAO,昇貿,TWSE
Other Electronic,其他電子業,31,,,6283,SOE　,淳安,TWSE
Other Electronic,其他電子業,31,,,2359,SOLOMON,所羅門,TWSE
Other Electronic,其他電子業,31,,,6558,SYNST,興能高,TWSE
Other Electronic,其他電子業,31,,,6658,SynPower,聯策,TWSE
Other Electronic,其他電子業,31,,,8499,TOP BRIGHT,鼎炫-KY,TWSE
Other Electronic,其他電子業,31,,,4585,TRI,達明,TWSE
Other Electronic,其他電子業,31,,,3030,TRI　,德律,TWSE
Other Electronic,其他電子業,31,,,8021,Topoint　　,尖點,TWSE
Other Electronic,其他電子業,31,,,2482,UIC,連宇,TWSE
Other Electronic,其他電子業,31,,,2404,UIS,漢唐,TWSE
Other Electronic,其他電子業,31,,,6409,VOLTRONIC,旭隼,TWSE
Other Electronic,其他電子業,31,,,6722,Whetron,輝創,TWSE
Other Electronic,其他電子業,31,,,6201,YAHORNG,亞弘電,TWSE
Other Electronic,其他電子業,31,,,6691,YANKEY,洋基工程,TWSE
Paper & Pulp,造紙工業,09,,,1906,Baolong Intl.,寶隆,TWSE
Paper & Pulp,造紙工業,09,,,1905,CHP,華紙,TWSE
Paper & Pulp,造紙工業,09,,,1904,Cheng Loong,正隆,TWSE
Paper & Pulp,造紙工業,09,,,1909,Longchen P&P,榮成,TWSE
Paper & Pulp,造紙工業,09,,,1903,Shihlin Paper,士紙,TWSE
Paper & Pulp,造紙工業,09,,,1907,YFY,永豐餘,TWSE
Paper & Pulp,造紙工業,09,,,6790,YFYCPG,永豐實,TWSE
Plastics,塑膠工業,03,,,1308,APC,亞聚,TWSE
Plastics,塑膠工業,03,,,1337,Asia Plastic,再生-KY,TWSE
Plastics,塑膠工業,03,,,1305,CGPC,華夏,TWSE
Plastics,塑膠工業,03,,,1314,CPDC,中石化,TWSE
Plastics,塑膠工業,03,,,1326,FCFC,台化,TWSE
Plastics,塑膠工業,03,,,1301,FPC,台塑,TWSE
Plastics,塑膠工業,03,,,1341,FULIN-KY,富林-KY,TWSE
Plastics,塑膠工業,03,,,1324,GLOBE TAPE,地球,TWSE
Plastics,塑膠工業,03,,,1312,GPPC,國喬,TWSE
Plastics,塑膠工業,03,,,1303,NPC,南亞,TWSE
Plastics,塑膠工業,03,,,1321,OPC,大洋,TWSE
Plastics,塑膠工業,03,,,1307,SAN FANG,三芳,TWSE
Plastics,塑膠工業,03,,,1310,T.S.M.C.,台苯,TWSE
Plastics,塑膠工業,03,,,1315,TAH HSIN,達新,TWSE
Plastics,塑膠工業,03,,,1309,TTC,台達化,TWSE
Plastics,塑膠工業,03,,,1325,UK,恆大,TWSE
Plastics,塑膠工業,03,,,1313,UPC,聯成,TWSE
Plastics,塑膠工業,03,,,1304,USI,台聚,TWSE
Plastics,塑膠工業,03,,,1340,VICTORY,勝悅-KY,TWSE
Plastics,塑膠工業,03,,,4306,YC,炎洲,TWSE
Plastics,塑膠工業,03,,,1323,YONYU,永裕,TWSE
Rubber,橡膠工業,11,,,2104,CSRC,國際中橡,TWSE
Rubber,橡膠工業,11,,,2105,CST,正新,TWSE
Rubber,橡膠工業,11,,,2102,FEDERAL CORP,泰豐,TWSE
Rubber,橡膠工業,11,,,2107,FRG,厚生,TWSE
Rubber,橡膠工業,11,,,2109,HWA FONG,華豐,TWSE
Rubber,橡膠工業,11,,,2114,HYC,鑫永銓,TWSE
Rubber,橡膠工業,11,,,2106,KENDA,建大,TWSE
Rubber,橡膠工業,11,,,2108,NANTEX,南帝,TWSE
Rubber,橡膠工業,11,,,2101,NK,南港,TWSE
Rubber,橡膠工業,11,,,6582,Shin Foong,申豐,TWSE
Rubber,橡膠工業,11,,,2103,TSRC,台橡,TWSE
Semiconductor,半導體業,24,,,3041,ALi,揚智,TWSE
Semiconductor,半導體業,24,,,6533,ANDES,晶心科,TWSE
Semiconductor,半導體業,24,,,6531,AP Memory,愛普*,TWSE
Semiconductor,半導體業,24,,,3711,ASEH,日月光投控,TWSE
Semiconductor,半導體業,24,,,6526,Airoha,達發,TWSE
Semiconductor,半導體業,24,,,3661,Alchip,世芯-KY,TWSE
Semiconductor,半導體業,24,,,8271,Apacer,宇瞻,TWSE
Semiconductor,半導體業,24,,,5269,Asmedia,祥碩,TWSE
Semiconductor,半導體業,24,,,3257,CHAMPION,虹冠電,TWSE
Semiconductor,半導體業,24,,,8150,ChipMOS　　,南茂,TWSE
Semiconductor,半導體業,24,,,3094,DAVICOM　　,聯傑,TWSE
Semiconductor,半導體業,24,,,3686,Danen,達能,TWSE
Semiconductor,半導體業,24,,,2458,ELAN,義隆,TWSE
Semiconductor,半導體業,24,,,3450,ELASER,聯鈞,TWSE
Semiconductor,半導體業,24,,,6243,ENE,迅杰,TWSE
Semiconductor,半導體業,24,,,3016,EPi,嘉晶,TWSE
Semiconductor,半導體業,24,,,3006,ESMT,晶豪科,TWSE
Semiconductor,半導體業,24,,,4961,FITIPOWER,天鈺,TWSE
Semiconductor,半導體業,24,,,3532,FST,台勝科,TWSE
Semiconductor,半導體業,24,,,3035,Faraday　,智原,TWSE
Semiconductor,半導體業,24,,,3413,Fiti,京鼎,TWSE
Semiconductor,半導體業,24,,,3545,FocalTech,敦泰,TWSE
Semiconductor,半導體業,24,,,6525,GEM,捷敏-KY,TWSE
Semiconductor,半導體業,24,,,8081,GMT,致新,TWSE
Semiconductor,半導體業,24,,,2441,GTK,超豐,TWSE
Semiconductor,半導體業,24,,,3443,GUC,創意,TWSE
Semiconductor,半導體業,24,,,4952,Generalplus,凌通,TWSE
Semiconductor,半導體業,24,,,3135,Goldkey Tech.　,凌航,TWSE
Semiconductor,半導體業,24,,,6202,HOLTEK　,盛群,TWSE
Semiconductor,半導體業,24,,,7769,HON,鴻勁,TWSE
Semiconductor,半導體業,24,,,6573,HY,虹揚-KY,TWSE
Semiconductor,半導體業,24,,,3014,ITE,聯陽,TWSE
Semiconductor,半導體業,24,,,6962,ITH-KY,奕力-KY,TWSE
Semiconductor,半導體業,24,,,6552,JMC,易華電,TWSE
Semiconductor,半導體業,24,,,5285,Jih Lin,界霖,TWSE
Semiconductor,半導體業,24,,,3189,KINSUS,景碩,TWSE
Semiconductor,半導體業,24,,,2449,KYEC,京元電子,TWSE
Semiconductor,半導體業,24,,,3588,LD,通嘉,TWSE
Semiconductor,半導體業,24,,,2369,LPI,菱生,TWSE
Semiconductor,半導體業,24,,,6921,LeRain,嘉雨思-創,TWSE
Semiconductor,半導體業,24,,,6799,M3TEK,來頡,TWSE
Semiconductor,半導體業,24,,,2434,MOSPEC,統懋,TWSE
Semiconductor,半導體業,24,,,8162,MSEC　,微矽電子-創,TWSE
Semiconductor,半導體業,24,,,2342,MVI,茂矽,TWSE
Semiconductor,半導體業,24,,,2337,Macronix,旺宏,TWSE
Semiconductor,半導體業,24,,,2454,MediaTek,聯發科,TWSE
Semiconductor,半導體業,24,,,7730,NEMS,暉盛-創,TWSE
Semiconductor,半導體業,24,,,3034,NOVATEK　,聯詠,TWSE
Semiconductor,半導體業,24,,,2408,NTC,南亞科,TWSE
Semiconductor,半導體業,24,,,4919,NTC,新唐,TWSE
Semiconductor,半導體業,24,,,2329,OSE,華泰,TWSE
Semiconductor,半導體業,24,,,2481,PANJIT,強茂,TWSE
Semiconductor,半導體業,24,,,8028,PSI　　,昇陽半導體,TWSE
Semiconductor,半導體業,24,,,6770,PSMC,力積電,TWSE
Semiconductor,半導體業,24,,,6239,PTI,力成,TWSE
Semiconductor,半導體業,24,,,6854,PlayNitride,錼創科技-KY創,TWSE
Semiconductor,半導體業,24,,,2302,RECTRON,麗正,TWSE
Semiconductor,半導體業,24,,,2379,RT,瑞昱,TWSE
