HSICS Industry,HSICS Sector,HSICS Sub-sector,EM Industry (EN),EM Industry,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Board
,,,-,-,,,07836,,AQUILA ACQ-Z,Main Board
,,,-,-,,,00592,,BOSSINI INT'L,Main Board
,,,-,-,,,04621,,CINDA 21USDPREF,Main Board
,,,-,-,,,01821,,ESR,Main Board
,,,-,-,,,08215,,FIRST CREDIT,Main Board
,,,-,-,,,07801,,INTERRA ACQ-Z,Main Board
,,,-,-,,,00973,,L'OCCITANE,Main Board
,,,-,-,,,01383,,LET GROUP,Main Board
,,,-,-,,,01730,,LHN,Main Board
,,,-,-,,,08363,,SDM教育,Main Board
,,,-,-,,,01015,,STOCK1015,Main Board
,,,-,-,,,01016,,STOCK1016,Main Board
,,,-,-,,,01017,,STOCK1017,Main Board
,,,-,-,,,01018,,STOCK1018,Main Board
,,,-,-,,,08302,,STOCK8302,GEM
,,,-,-,,,08303,,STOCK8303,GEM
,,,-,-,,,08304,,STOCK8304,GEM
,,,-,-,,,07855,,TECHSTARACQ-Z,Main Board
,,,-,-,,,02148,,VESYNC,Main Board
,,,-,-,,,07827,,VISION DEAL-Z,Main Board
,,,-,-,,,06900,,上坤地产,Main Board
,,,-,-,,,01207,,上置集团,Main Board
,,,-,-,,,08001,,东方汇财证券,Main Board
,,,-,-,,,00668,,东银国际控股,Main Board
,,,-,-,,,01558,,东阳光长江药业,Main Board
,,,-,-,,,00489,,东风集团股份,Main Board
,,,-,-,,,08383,,东骏控股,Main Board
,,,-,-,,,00988,,丝路物流控股,Main Board
,,,-,-,,,08166,,中国农业生态,Main Board
,,,-,-,,,01387,,中国地利,Main Board
,,,-,-,,,03333,,中国恒大,Main Board
,,,-,-,,,08167,,中国新电信,Main Board
,,,-,-,,,01185,,中国航天万源,Main Board
,,,-,-,,,00802,,中国钱包,Main Board
,,,-,-,,,02341,,中怡国际,Main Board
,,,-,-,,,06819,,中智全球,Main Board
,,,-,-,,,00715,,中泛控股,Main Board
,,,-,-,,,00906,,中粮包装,Main Board
,,,-,-,,,01839,,中集车辆,Main Board
,,,-,-,,,06122,,九台农商银行,Main Board
,,,-,-,,,00230,,五矿地产,Main Board
,,,-,-,,,03326,,保发集团,Main Board
,,,-,-,,,01210,,克莉丝汀,Main Board
,,,-,-,,,08170,,全民国际,Main Board
,,,-,-,,,09977,,凤祥股份,Main Board
,,,-,-,,,00102,,凯升控股,Main Board
,,,-,-,,,00226,,力宝,Main Board
,,,-,-,,,00925,,北京建设,Main Board
,,,-,-,,,03296,,华勤技术,Main Board
,,,-,-,,,00982,,华发物业服务,Main Board
,,,-,-,,,08045,,南大苏富特,Main Board
,,,-,-,,,01076,,博华太平洋,Main Board
,,,-,-,,,01706,,双运控股,Main Board
,,,-,-,,,01992,,复星旅游文化,Main Board
,,,-,-,,,06111,,大发地产,Main Board
,,,-,-,,,02117,,大唐集团控股,Main Board
,,,-,-,,,00207,,大悦城地产,Main Board
,,,-,-,,,08476,,大洋环球控股,Main Board
,,,-,-,,,01189,,大湾区聚变力量,Main Board
,,,-,-,,,08353,,安科系统,Main Board
,,,-,-,,,09956,,安能物流,Main Board
,,,-,-,,,01761,,宝宝树集团,Main Board
,,,-,-,,,08151,,宝申控股,Main Board
,,,-,-,,,01034,,富汇国际集团控股,Main Board
,,,-,-,,,03588,,富途控股-W,Main Board
,,,-,-,,,08523,,常满控股,Main Board
,,,-,-,,,00260,,幸福控股,Main Board
,,,-,-,,,09997,,康基医疗,Main Board
,,,-,-,,,00589,,建中建设,Main Board
,,,-,-,,,02019,,德信中国,Main Board
,,,-,-,,,02448,,恒宇集团,Main Board
,,,-,-,,,08405,,恒智控股,Main Board
,,,-,-,,,00011,,恒生银行,Main Board
,,,-,-,,,06116,,拉夏贝尔,Main Board
,,,-,-,,,02115,,捷芯隆,Main Board
,,,-,-,,,08150,,无缝绿色,Main Board
,,,-,-,,,02292,,晋安实业,Main Board
,,,-,-,,,01699,,普甜食品,Main Board
,,,-,-,,,01879,,曦智科技-P,Main Board
,,,-,-,,,08083,,有赞,Main Board
,,,-,-,,,01263,,栢能集团,Main Board
,,,-,-,,,00593,,梦东方,Main Board
,,,-,-,,,01665,,槟杰科达,Main Board
,,,-,-,,,08053,,比优集团,Main Board
,,,-,-,,,08609,,永续农业,Main Board
,,,-,-,,,07841,,汇德收购-Z,Main Board
,,,-,-,,,00292,,泛海酒店,Main Board
,,,-,-,,,00872,,泰坦智华科技,Main Board
,,,-,-,,,06689,,洪九果品,Main Board
,,,-,-,,,08211,,浙江永安,Main Board
,,,-,-,,,02060,,浦江国际,Main Board
,,,-,-,,,06837,,海通证券,Main Board
,,,-,-,,,01859,,煜盛文化,Main Board
,,,-,-,,,08063,,环球大通集团,Main Board
,,,-,-,,,01922,,瑞森生活服务,Main Board
,,,-,-,,,06836,,甘露国际发展,Main Board
,,,-,-,,,02615,,百利天恒,Main Board
,,,-,-,,,08011,,百田石油,Main Board
,,,-,-,,,02066,,盛京银行,Main Board
,,,-,-,,,02599,,祥生控股集团,Main Board
,,,-,-,,,01439,,移动互联(中国),Main Board
,,,-,-,,,01381,,粤丰环保,Main Board
,,,-,-,,,08607,,纳尼亚集团,Main Board
,,,-,-,,,02940,,经纬天地,Main Board
,,,-,-,,,01469,,结好金融,Main Board
,,,-,-,,,03331,,维达国际,Main Board
,,,-,-,,,02476,,胜宏科技,Main Board
,,,-,-,,,06880,,腾邦控股,Main Board
,,,-,-,,,02708,,艾伯科技,Main Board
,,,-,-,,,03611,,花房集团,Main Board
,,,-,-,,,02207,,融信服务,Main Board
,,,-,-,,,01266,,西王特钢,Main Board
,,,-,-,,,00812,,西证国际证券,Main Board
,,,-,-,,,01360,,诺发集团,Main Board
,,,-,-,,,02931,,诺比侃(旧),Main Board
,,,-,-,,,06606,,诺辉健康,Main Board
,,,-,-,,,02217,,谭仔国际,Main Board
,,,-,-,,,02493,,迈威生物-B,Main Board
,,,-,-,,,00009,,金奥国际,Main Board
,,,-,-,,,00663,,金山能源,Main Board
,,,-,-,,,00901,,金石投资集团,Main Board
,,,-,-,,,00091,,金禧国际控股,Main Board
,,,-,-,,,09666,,金科服务,Main Board
,,,-,-,,,06638,,金融壹账通,Main Board
,,,-,-,,,00459,,鋑联控股,Main Board
,,,-,-,,,01902,,银城国际控股,Main Board
,,,-,-,,,01495,,集一控股,Main Board
,,,-,-,,,08257,,靖洋集团,Main Board
,,,-,-,,,00531,,顺诚,Main Board
,,,-,-,,,01329,,首创钜大,Main Board
,,,Agricultural Products,农业产品,,,01854,,中国万天控股,Main Board
,,,Agricultural Products,农业产品,,,02497,,富景中国控股,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00149,,中国农产品交易,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00073,,亚洲果业,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00875,,从玉智农,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00969,,华联国际,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00411,,南顺(香港),Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,03889,,大成玉米集团,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,03999,,大成食品,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,00682,,超大现代,Main Board
,,,Agricultural Products,农业产品,Agriculture,农业股,01068,,雨润食品,Main Board
,,,Agricultural Products,农业产品,Beer,啤酒,00411,,南顺(香港),Main Board
,,,Agricultural Products,农业产品,COFCO Group,中粮系,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Central SOE Index,央企指数,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Central SOE Index,央企指数,00969,,华联国际,Main Board
,,,Agricultural Products,农业产品,Coal Stocks,煤炭股,08250,,都都控股,GEM
,,,Agricultural Products,农业产品,Consumer Leaders,消费龙头,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Environmental Protection,环保概念,00202,,润中国际控股,Main Board
,,,Agricultural Products,农业产品,Food Stocks,食品股,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Food Stocks,食品股,01068,,雨润食品,Main Board
,,,Agricultural Products,农业产品,Foreign Company,外国公司,01936,,利特米,Main Board
,,,Agricultural Products,农业产品,H-Share Index (SOE),国企指数,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,H-Share Index (SOE),国企指数,00969,,华联国际,Main Board
,,,Agricultural Products,农业产品,H-Share Index (SOE),国企指数,01203,,广南(集团),Main Board
,,,Agricultural Products,农业产品,HK Property,香港地产股,00149,,中国农产品交易,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,00149,,中国农产品交易,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,03838,,中国淀粉,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,09676,,十月稻田,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,02419,,德康农牧,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,00682,,超大现代,Main Board
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,08250,,都都控股,GEM
,,,Agricultural Products,农业产品,HK-Mainland Nexus,香港中国,01068,,雨润食品,Main Board
,,,Agricultural Products,农业产品,High Rights Issue,高供股,00149,,中国农产品交易,Main Board
,,,Agricultural Products,农业产品,Iron Ore,铁矿石,01203,,广南(集团),Main Board
,,,Agricultural Products,农业产品,Joint Venture,合资企业,03999,,大成食品,Main Board
,,,Agricultural Products,农业产品,Mainland Developers,内房股,00202,,润中国际控股,Main Board
,,,Agricultural Products,农业产品,Penny Stock,细价股,00149,,中国农产品交易,Main Board
,,,Agricultural Products,农业产品,Penny Stock,细价股,01340,,惠生国际,Main Board
,,,Agricultural Products,农业产品,Previously Shorted,曾遭做空,00682,,超大现代,Main Board
,,,Agricultural Products,农业产品,Previously Shorted,曾遭做空,01068,,雨润食品,Main Board
,,,Agricultural Products,农业产品,Rare Earths,稀土概念,08250,,都都控股,GEM
,,,Agricultural Products,农业产品,Red Chip,红筹股,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Red Chip,红筹股,00969,,华联国际,Main Board
,,,Agricultural Products,农业产品,Red Chip,红筹股,01203,,广南(集团),Main Board
,,,Agricultural Products,农业产品,Shanghai Connect,港股通(沪),01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Shanghai Connect,港股通(沪),02419,,德康农牧,Main Board
,,,Agricultural Products,农业产品,Shanghai Connect,港股通(沪),02714,,牧原股份,Main Board
,,,Agricultural Products,农业产品,Shenzhen Connect,港股通(深),01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Shenzhen Connect,港股通(深),02419,,德康农牧,Main Board
,,,Agricultural Products,农业产品,Shenzhen Connect,港股通(深),02714,,牧原股份,Main Board
,,,Agricultural Products,农业产品,Small Cap,小盘股,00073,,亚洲果业,Main Board
,,,Agricultural Products,农业产品,Small Cap,小盘股,01340,,惠生国际,Main Board
,,,Agricultural Products,农业产品,Small Cap,小盘股,00682,,超大现代,Main Board
,,,Agricultural Products,农业产品,Small Cap,小盘股,08250,,都都控股,GEM
,,,Agricultural Products,农业产品,Stock Connect Eligible,通概念指,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Stock Connect Eligible,通概念指,09676,,十月稻田,Main Board
,,,Agricultural Products,农业产品,Stock Connect Eligible,通概念指,02419,,德康农牧,Main Board
,,,Agricultural Products,农业产品,Taiwan-funded,台资企业,03999,,大成食品,Main Board
,,,Agricultural Products,农业产品,Wellness (Kangjian-related),康健,08250,,都都控股,GEM
,,,Agricultural Products,农业产品,Pork,猪肉,01610,,中粮家佳康,Main Board
,,,Agricultural Products,农业产品,Pork,猪肉,01340,,惠生国际,Main Board
,,,Agricultural Products,农业产品,Pork,猪肉,01068,,雨润食品,Main Board
,,,Automotive,汽车,,,80175,,吉利汽车-R,Main Board
,,,Automotive,汽车,,,07489,,岚图汽车,Main Board
,,,Automotive,汽车,,,00805,,新吉奥房车,Main Board
,,,Automotive,汽车,,,02457,,步阳国际,Main Board
,,,Automotive,汽车,,,81211,,比亚迪股份-R,Main Board
,,,Automotive,汽车,,,02632,,泽景股份,Main Board
,,,Automotive,汽车,,,82333,,长城汽车-R,Main Board
,,,Automotive,汽车,AIGC (Generative AI),AIGC概念,06928,,万马控股,Main Board
,,,Automotive,汽车,Agriculture,农业股,01130,,中国环境资源,Main Board
,,,Automotive,汽车,Anti-Pandemic,抗疫概念股,02238,,广汽集团,Main Board
,,,Automotive,汽车,Anti-Pandemic,抗疫概念股,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,00048,,中国汽车内饰,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,00305,,五菱汽车,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,02339,,京西国际,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01958,,北京汽车,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,06830,,华众车载,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01114,,华晨中国,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,00929,,国际精密,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,00425,,敏实集团,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01148,,新晨动力,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01057,,浙江世宝,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01316,,耐世特,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,00422,,越南制造加工出口,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,02333,,长城汽车,Main Board
,,,Automotive,汽车,Auto Manufacturing,汽车制造,01269,,首控集团,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,00564,,中创智领,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,00305,,五菱汽车,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,01571,,信邦控股,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,00425,,敏实集团,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,01057,,浙江世宝,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Auto Parts,汽车零配件,01316,,耐世特,Main Board
,,,Automotive,汽车,Auto Thermal Management,汽车热管理,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Auto Thermal Management,汽车热管理,00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Auto Thermal Management,汽车热管理,01760,,英恒科技,Main Board
,,,Automotive,汽车,Auto Thermal Management,汽车热管理,02333,,长城汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,00305,,五菱汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,01958,,北京汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,01114,,华晨中国,Main Board
,,,Automotive,汽车,Automotive,汽车股,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,02238,,广汽集团,Main Board
,,,Automotive,汽车,Automotive,汽车股,00708,,恒大汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Automotive,汽车股,02333,,长城汽车,Main Board
,,,Automotive,汽车,Automotive,汽车股,01585,,雅迪控股,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,01958,,北京汽车,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,02238,,广汽集团,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,00425,,敏实集团,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,01057,,浙江世宝,Main Board
,,,Automotive,汽车,Autonomous Driving,无人驾驶,02333,,长城汽车,Main Board
,,,Automotive,汽车,BYD Supply Chain,比亚迪概念,00564,,中创智领,Main Board
,,,Automotive,汽车,BYD Supply Chain,比亚迪概念,01057,,浙江世宝,Main Board
,,,Automotive,汽车,BYD Supply Chain,比亚迪概念,02025,,瑞丰动力,Main Board
,,,Automotive,汽车,BYD Supply Chain,比亚迪概念,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,BYD Supply Chain,比亚迪概念,01760,,英恒科技,Main Board
,,,Automotive,汽车,Blockchain,区块链,02488,,元征科技,Main Board
,,,Automotive,汽车,Blue Chip Index,蓝筹股指,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Blue Chip Index,蓝筹股指,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Blue Chip Index,蓝筹股指,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Blue Chip Index,蓝筹股指,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Blue Chip Index,蓝筹股指,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,CATL Supply Chain,宁德时代概念,00175,,吉利汽车,Main Board
,,,Automotive,汽车,CATL Supply Chain,宁德时代概念,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,CATL Supply Chain,宁德时代概念,02238,,广汽集团,Main Board
,,,Automotive,汽车,CATL Supply Chain,宁德时代概念,00425,,敏实集团,Main Board
,,,Automotive,汽车,CATL Supply Chain,宁德时代概念,02333,,长城汽车,Main Board
,,,Automotive,汽车,CDR (Chinese Depository Receipt),CDR概念,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Carbon Neutrality,碳中和,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Carbon Neutrality,碳中和,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Carbon Trading,碳交易,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Central SOE Index,央企指数,01316,,耐世特,Main Board
,,,Automotive,汽车,China ADR Relisting,中概股回归,01114,,华晨中国,Main Board
,,,Automotive,汽车,China ADR Relisting,中概股回归,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,China ADR Relisting,中概股回归,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,China ADR Relisting,中概股回归,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,Dual Primary Listed ADR,双重主要上市中概,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Dual Primary Listed ADR,双重主要上市中概,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Education,教育股,01269,,首控集团,Main Board
,,,Automotive,汽车,Electronic Information,电子信息,00710,,京东方精电,Main Board
,,,Automotive,汽车,Foreign Company,外国公司,06928,,万马控股,Main Board
,,,Automotive,汽车,Foreign Company,外国公司,01316,,耐世特,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,00305,,五菱汽车,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,00710,,京东方精电,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,02339,,京西国际,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,01958,,北京汽车,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,01114,,华晨中国,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,02238,,广汽集团,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,01148,,新晨动力,Main Board
,,,Automotive,汽车,H-Share Index (SOE),国企指数,01316,,耐世特,Main Board
,,,Automotive,汽车,H-share Full Circulation,H股全流通,09863,,零跑汽车,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01130,,中国环境资源,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01571,,信邦控股,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,06830,,华众车载,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01114,,华晨中国,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,02473,,喜相逢集团,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,06162,,天瑞汽车内饰,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,00708,,恒大汽车,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,00425,,敏实集团,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01148,,新晨动力,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01057,,浙江世宝,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01809,,浦林成山,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,02451,,绿源集团控股,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01316,,耐世特,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,01760,,英恒科技,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,HK-Mainland Nexus,香港中国,09863,,零跑汽车,Main Board
,,,Automotive,汽车,Health Industry,健康产业,00708,,恒大汽车,Main Board
,,,Automotive,汽车,High Dividend Yield,高股息概念,00564,,中创智领,Main Board
,,,Automotive,汽车,High Dividend Yield,高股息概念,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,High-Speed Rail,高铁,00564,,中创智领,Main Board
,,,Automotive,汽车,Huawei HarmonyOS,华为鸿蒙概念,01958,,北京汽车,Main Board
,,,Automotive,汽车,Huawei HarmonyOS,华为鸿蒙概念,02238,,广汽集团,Main Board
,,,Automotive,汽车,Huawei Supply Chain,华为概念,00564,,中创智领,Main Board
,,,Automotive,汽车,Huawei Supply Chain,华为概念,02238,,广汽集团,Main Board
,,,Automotive,汽车,Huawei Supply Chain,华为概念,02333,,长城汽车,Main Board
,,,Automotive,汽车,Industry 4.0,工业4.0,00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Joint Venture,合资企业,00425,,敏实集团,Main Board
,,,Automotive,汽车,Joint Venture,合资企业,00360,,新焦点,Main Board
,,,Automotive,汽车,Joint Venture,合资企业,00422,,越南制造加工出口,Main Board
,,,Automotive,汽车,Low-Altitude Economy,低空经济,00860,,APOLLO出行,Main Board
,,,Automotive,汽车,Low-Altitude Economy,低空经济,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Low-Altitude Economy,低空经济,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Low-Altitude Economy,低空经济,02238,,广汽集团,Main Board
,,,Automotive,汽车,MSCI Constituent,MSCI概念,01958,,北京汽车,Main Board
,,,Automotive,汽车,MSCI Constituent,MSCI概念,01316,,耐世特,Main Board
,,,Automotive,汽车,MSCI Constituent,MSCI概念,01269,,首控集团,Main Board
,,,Automotive,汽车,Modern Services,现代服务业,02488,,元征科技,Main Board
,,,Automotive,汽车,Modern Services,现代服务业,00360,,新焦点,Main Board
,,,Automotive,汽车,NEV Batteries,新能源电池,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,New Economy,新经济板块,01958,,北京汽车,Main Board
,,,Automotive,汽车,New Economy,新经济板块,01114,,华晨中国,Main Board
,,,Automotive,汽车,New Economy,新经济板块,00175,,吉利汽车,Main Board
,,,Automotive,汽车,New Economy,新经济板块,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,New Economy,新经济板块,02238,,广汽集团,Main Board
,,,Automotive,汽车,New Economy,新经济板块,00708,,恒大汽车,Main Board
,,,Automotive,汽车,New Economy,新经济板块,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,New Economy,新经济板块,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,New Economy,新经济板块,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,New Economy,新经济板块,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,New Economy,新经济板块,02333,,长城汽车,Main Board
,,,Automotive,汽车,New Economy,新经济板块,01585,,雅迪控股,Main Board
,,,Automotive,汽车,New Economy,新经济板块,09863,,零跑汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,00564,,中创智领,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,00305,,五菱汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01958,,北京汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01114,,华晨中国,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,00175,,吉利汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,02238,,广汽集团,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,00708,,恒大汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01057,,浙江世宝,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01316,,耐世特,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,02333,,长城汽车,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,01585,,雅迪控股,Main Board
,,,Automotive,汽车,New Energy Vehicles,新能源汽车,09863,,零跑汽车,Main Board
,,,Automotive,汽车,OLED,OLED概念股,00710,,京东方精电,Main Board
,,,Automotive,汽车,Ownership Transfer,股权转让,00708,,恒大汽车,Main Board
,,,Automotive,汽车,Penny Stock,细价股,06928,,万马控股,Main Board
,,,Automotive,汽车,Penny Stock,细价股,06162,,天瑞汽车内饰,Main Board
,,,Automotive,汽车,Penny Stock,细价股,00360,,新焦点,Main Board
,,,Automotive,汽车,Penny Stock,细价股,01188,,正道集团,Main Board
,,,Automotive,汽车,Penny Stock,细价股,01269,,首控集团,Main Board
,,,Automotive,汽车,Red Chip,红筹股,00305,,五菱汽车,Main Board
,,,Automotive,汽车,Red Chip,红筹股,01114,,华晨中国,Main Board
,,,Automotive,汽车,Red Chip,红筹股,01148,,新晨动力,Main Board
,,,Automotive,汽车,Robotics,机器人概念,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Robotics,机器人概念,00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Robotics,机器人概念,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,SOE Reform,国企改革,00564,,中创智领,Main Board
,,,Automotive,汽车,SOE Reform,国企改革,01958,,北京汽车,Main Board
,,,Automotive,汽车,SOE Reform,国企改革,02238,,广汽集团,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),00564,,中创智领,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),01114,,华晨中国,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),02889,,博泰车联,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),00175,,吉利汽车,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),02473,,喜相逢集团,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),00699,,均胜电子,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),09973,,奇瑞汽车,Main Board
